license_id,of_id,current_of_id,vendor,sku,seat_type,assigned_email,employee_id,department,job_level,provisioned_date,effective_license_date,last_active_date,license_status,usage_tier,seat_tier_match,days_since_last_active,active_usage_rate,login_events_30d,tenure_days,days_since_provisioned,license_age_band,hire_cohort_year,hire_cohort_half,monthly_cost,annual_cost,cost_at_risk,reclamation_candidate,churn_risk_score,contract_days_remaining,renewal_urgency,notice_deadline,days_until_notice,auto_renewal,true_down_rights,measurement_method
LIC-0020089,V1-OF-007,V1-OF-008,Atlassify,Project Suite,Collaborator,sofia.mcdonald2@company.com,EMP-10231,Sales,L1,29-04-2025,29-04-2025,26-04-2026,active,power,match,5,0.789,13,376,367,established,2025,2025-H1,26.85,322.2,0,FALSE,0.2406,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0020093,V1-OF-007,V1-OF-008,Atlassify,Project Suite,Collaborator,alicia.becker2@company.com,EMP-10232,Sales,L1,06-03-2025,06-03-2025,18-04-2026,active,power,match,13,0.7716,13,435,421,established,2025,2025-H1,26.85,322.2,0,FALSE,0.2513,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0020097,V1-OF-039,V1-OF-040,Atlassify,Project Suite,Collaborator,william.ward@company.com,EMP-10233,Sales,L1,31-12-2025,31-12-2025,23-04-2026,active,power,match,8,0.7963,17,129,121,maturing,2025,2025-H2,2.51,30.12,0,FALSE,0.3299,335,ok,02-03-2027,305,FALSE,FALSE,peak
LIC-0020101,V1-OF-007,V1-OF-008,Atlassify,Project Suite,Contributor,joseph.wood@company.com,EMP-10234,Sales,L1,11-03-2025,11-03-2025,22-04-2026,over_tier,underutilized,over_tier,9,0.2324,9,423,416,established,2025,2025-H1,26.85,322.2,0,FALSE,0.5139,245,ok,03-10-2026,155,TRUE,TRUE,peak
LIC-0020105,V1-OF-038,V1-OF-040,Atlassify,Project Suite,Collaborator,owen.wells@company.com,EMP-10237,Sales,L1,29-09-2025,29-09-2025,25-04-2026,active,power,match,6,0.775,14,220,214,maturing,2025,2025-H2,2.51,30.12,0,FALSE,0.3038,335,ok,02-03-2027,305,FALSE,FALSE,peak
LIC-0020108,V1-OF-043,V1-OF-052,Atlassify,Wiki Lite,Full,jean.clark@company.com,EMP-00002,Customer Success,L6,17-10-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2767,2753,legacy,2018,2018-H2,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020111,V3-OF-095,V3-OF-093,Nexaflow,Mobile Access,Full,melissa.jenkins@company.com,EMP-00003,Customer Success,L6,26-10-2018,01-07-2020,15-10-2023,ghost,inactive,match,929,0,0,2752,2744,legacy,2018,2018-H2,22.23,266.76,266.76,TRUE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020112,V1-OF-044,V1-OF-052,Atlassify,Wiki Lite,Full,melissa.jenkins@company.com,EMP-00003,Customer Success,L6,26-10-2018,01-01-2021,23-10-2022,ghost,inactive,match,1286,0,0,2752,2744,legacy,2018,2018-H2,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020114,V3-OF-015,V3-OF-020,Nexaflow,Flow Lite,Full,hudson.coleman@company.com,EMP-00006,Customer Success,L6,14-04-2018,01-10-2022,30-04-2026,active,power,match,1,0.93,41,2940,2939,legacy,2018,2018-H1,31.23,374.76,0,FALSE,0.0378,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020115,V3-OF-096,V3-OF-093,Nexaflow,Mobile Access,Full,hudson.coleman@company.com,EMP-00006,Customer Success,L6,14-04-2018,01-01-2021,06-09-2025,ghost,inactive,match,237,0,0,2940,2939,legacy,2018,2018-H1,22.23,266.76,266.76,TRUE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020116,V1-OF-045,V1-OF-052,Atlassify,Wiki Lite,Full,hudson.coleman@company.com,EMP-00006,Customer Success,L6,14-04-2018,01-01-2022,03-04-2022,ghost,inactive,match,1489,0,0,2940,2939,legacy,2018,2018-H1,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020118,V3-OF-012,V3-OF-020,Nexaflow,Flow Lite,Full,alexander.larson@company.com,EMP-00007,Customer Success,L6,23-08-2018,01-07-2020,14-07-2023,ghost,inactive,match,1022,0,0,2819,2808,legacy,2018,2018-H2,31.23,374.76,374.76,TRUE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020119,V3-OF-087,V3-OF-093,Nexaflow,Mobile Access,Full,alexander.larson@company.com,EMP-00007,Customer Success,L6,23-08-2018,01-04-2021,24-06-2020,ghost,inactive,match,2137,0,0,2819,2808,legacy,2018,2018-H2,22.23,266.76,266.76,TRUE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020120,V1-OF-046,V1-OF-052,Atlassify,Wiki Lite,Full,alexander.larson@company.com,EMP-00007,Customer Success,L6,23-08-2018,01-01-2023,15-09-2024,ghost,inactive,match,593,0,0,2819,2808,legacy,2018,2018-H2,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020122,V3-OF-016,V3-OF-020,Nexaflow,Flow Lite,Full,blake.nichols@company.com,EMP-00008,Customer Success,L6,14-06-2018,01-04-2023,27-04-2026,active,power,match,4,0.65,29,2886,2878,legacy,2018,2018-H1,31.23,374.76,0,FALSE,0.1861,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020123,V3-OF-097,V3-OF-093,Nexaflow,Mobile Access,Full,blake.nichols@company.com,EMP-00008,Customer Success,L6,14-06-2018,01-04-2021,18-11-2025,ghost,inactive,match,164,0,0,2886,2878,legacy,2018,2018-H1,22.23,266.76,266.76,TRUE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020124,V1-OF-047,V1-OF-052,Atlassify,Wiki Lite,Full,blake.nichols@company.com,EMP-00008,Customer Success,L6,14-06-2018,01-07-2023,02-08-2025,ghost,inactive,match,272,0,0,2886,2878,legacy,2018,2018-H1,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020126,V3-OF-010,V3-OF-020,Nexaflow,Flow Lite,Full,paul.cruz@company.com,EMP-00010,Customer Success,L6,31-08-2018,01-01-2019,,deprovisioned,inactive,match,,0,0,2809,2800,legacy,2018,2018-H2,31.23,374.76,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020127,V3-OF-084,V3-OF-093,Nexaflow,Mobile Access,Full,paul.cruz@company.com,EMP-00010,Customer Success,L6,31-08-2018,01-01-2019,,deprovisioned,inactive,match,,0,0,2809,2800,legacy,2018,2018-H2,22.23,266.76,0,FALSE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020128,V1-OF-044,V1-OF-052,Atlassify,Wiki Lite,Full,paul.cruz@company.com,EMP-00010,Customer Success,L6,31-08-2018,01-01-2021,,deprovisioned,inactive,match,,0,0,2809,2800,legacy,2018,2018-H2,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020133,V3-OF-013,V3-OF-020,Nexaflow,Flow Lite,Full,melissa.owens@company.com,EMP-00013,Customer Success,L5,27-02-2018,01-10-2020,07-11-2025,ghost,inactive,match,175,0,0,2999,2985,legacy,2018,2018-H1,31.23,374.76,374.76,TRUE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020134,V1-OF-048,V1-OF-052,Atlassify,Wiki Lite,Full,melissa.owens@company.com,EMP-00013,Customer Success,L5,27-02-2018,01-07-2024,15-02-2025,ghost,inactive,match,440,0,0,2999,2985,legacy,2018,2018-H1,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020137,V3-OF-011,V3-OF-020,Nexaflow,Flow Lite,Full,benjamin.ahmed@company.com,EMP-00015,Customer Success,L5,14-06-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2887,2878,legacy,2018,2018-H1,31.23,374.76,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020138,V1-OF-045,V1-OF-052,Atlassify,Wiki Lite,Full,benjamin.ahmed@company.com,EMP-00015,Customer Success,L5,14-06-2018,01-01-2022,,deprovisioned,inactive,match,,0,0,2887,2878,legacy,2018,2018-H1,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020141,V3-OF-014,V3-OF-020,Nexaflow,Flow Lite,Full,sara.wells@company.com,EMP-00017,Customer Success,L5,28-02-2018,01-10-2021,23-07-2025,ghost,inactive,match,282,0,0,2985,2984,legacy,2018,2018-H1,31.23,374.76,374.76,TRUE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020143,V1-OF-043,V1-OF-052,Atlassify,Wiki Lite,Full,adam.payne@company.com,EMP-00018,Customer Success,L5,27-08-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2817,2804,legacy,2018,2018-H2,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020145,V3-OF-017,V3-OF-020,Nexaflow,Flow Lite,Full,justin.rodriguez@company.com,EMP-00020,Customer Success,L5,01-02-2018,01-04-2024,01-05-2026,active,power,match,0,0.72,31,3018,3011,legacy,2018,2018-H1,31.23,374.76,0,FALSE,0.14,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020146,V3-OF-098,V3-OF-093,Nexaflow,Mobile Access,Full,justin.rodriguez@company.com,EMP-00020,Customer Success,L5,01-02-2018,01-10-2021,21-07-2021,ghost,inactive,match,1745,0,0,3018,3011,legacy,2018,2018-H1,22.23,266.76,266.76,TRUE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020147,V1-OF-049,V1-OF-052,Atlassify,Wiki Lite,Full,justin.rodriguez@company.com,EMP-00020,Customer Success,L5,01-02-2018,01-10-2024,10-04-2024,ghost,inactive,match,751,0,0,3018,3011,legacy,2018,2018-H1,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020149,V3-OF-015,V3-OF-020,Nexaflow,Flow Lite,Full,aiden.alvarez@company.com,EMP-00022,Customer Success,L5,05-07-2018,01-10-2022,05-04-2023,ghost,inactive,match,1122,0,0,2868,2857,legacy,2018,2018-H1,31.23,374.76,374.76,TRUE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020150,V3-OF-088,V3-OF-093,Nexaflow,Mobile Access,Full,aiden.alvarez@company.com,EMP-00022,Customer Success,L5,05-07-2018,01-04-2022,01-06-2024,ghost,inactive,match,699,0,0,2868,2857,legacy,2018,2018-H1,22.23,266.76,266.76,TRUE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020151,V1-OF-044,V1-OF-052,Atlassify,Wiki Lite,Full,aiden.alvarez@company.com,EMP-00022,Customer Success,L5,05-07-2018,01-01-2021,02-04-2025,ghost,inactive,match,394,0,0,2868,2857,legacy,2018,2018-H1,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020154,V3-OF-089,V3-OF-093,Nexaflow,Mobile Access,Full,sean.burns@company.com,EMP-00023,Customer Success,L5,17-02-2018,01-10-2022,21-04-2025,ghost,inactive,match,375,0,0,3008,2995,legacy,2018,2018-H1,22.23,266.76,266.76,TRUE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020155,V1-OF-045,V1-OF-052,Atlassify,Wiki Lite,Full,sean.burns@company.com,EMP-00023,Customer Success,L5,17-02-2018,01-01-2022,01-10-2024,ghost,inactive,match,577,0,0,3008,2995,legacy,2018,2018-H1,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020157,V3-OF-012,V3-OF-020,Nexaflow,Flow Lite,Full,gloria.stewart@company.com,EMP-00025,Customer Success,L5,02-02-2018,01-07-2020,,deprovisioned,inactive,match,,0,0,3019,3010,legacy,2018,2018-H1,31.23,374.76,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020158,V1-OF-044,V1-OF-052,Atlassify,Wiki Lite,Full,gloria.stewart@company.com,EMP-00025,Customer Success,L5,02-02-2018,01-01-2021,,deprovisioned,inactive,match,,0,0,3019,3010,legacy,2018,2018-H1,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020160,V1-OF-045,V1-OF-052,Atlassify,Wiki Lite,Full,scott.jensen@company.com,EMP-00026,Customer Success,L5,05-12-2018,01-01-2022,,deprovisioned,inactive,match,,0,0,2705,2704,legacy,2018,2018-H2,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020162,V3-OF-099,V3-OF-093,Nexaflow,Mobile Access,Full,rachel.nielsen@company.com,EMP-00027,Customer Success,L5,23-12-2018,01-10-2022,11-09-2026,ghost,inactive,match,-133,0,0,2694,2686,legacy,2018,2018-H2,22.23,266.76,266.76,TRUE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020163,V1-OF-046,V1-OF-052,Atlassify,Wiki Lite,Full,rachel.nielsen@company.com,EMP-00027,Customer Success,L5,23-12-2018,01-01-2023,11-09-2026,ghost,inactive,match,-133,0,0,2694,2686,legacy,2018,2018-H2,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020165,V3-OF-010,V3-OF-020,Nexaflow,Flow Lite,Full,sean.singh@company.com,EMP-00028,Customer Success,L5,25-10-2018,01-01-2019,,deprovisioned,inactive,match,,0,0,2755,2745,legacy,2018,2018-H2,31.23,374.76,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020166,V3-OF-085,V3-OF-093,Nexaflow,Mobile Access,Full,sean.singh@company.com,EMP-00028,Customer Success,L5,25-10-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2755,2745,legacy,2018,2018-H2,22.23,266.76,0,FALSE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020167,V1-OF-043,V1-OF-052,Atlassify,Wiki Lite,Full,sean.singh@company.com,EMP-00028,Customer Success,L5,25-10-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2755,2745,legacy,2018,2018-H2,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020168,V3-OF-010,V3-OF-020,Nexaflow,Flow Lite,Contributor,cody.thomas@company.com,EMP-00031,Customer Success,L4,08-11-2018,01-01-2019,,deprovisioned,inactive,match,,0,0,2743,2731,legacy,2018,2018-H2,31.23,374.76,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020169,V3-OF-084,V3-OF-093,Nexaflow,Mobile Access,Contributor,cody.thomas@company.com,EMP-00031,Customer Success,L4,08-11-2018,01-01-2019,,deprovisioned,inactive,match,,0,0,2743,2731,legacy,2018,2018-H2,22.23,266.76,0,FALSE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020170,V1-OF-043,V1-OF-052,Atlassify,Wiki Lite,Contributor,cody.thomas@company.com,EMP-00031,Customer Success,L4,08-11-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2743,2731,legacy,2018,2018-H2,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020173,V3-OF-011,V3-OF-020,Nexaflow,Flow Lite,Contributor,connor.tucker@company.com,EMP-00032,Customer Success,L4,27-07-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2844,2835,legacy,2018,2018-H2,31.23,374.76,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020174,V3-OF-085,V3-OF-093,Nexaflow,Mobile Access,Contributor,connor.tucker@company.com,EMP-00032,Customer Success,L4,27-07-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2844,2835,legacy,2018,2018-H2,22.23,266.76,0,FALSE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020175,V1-OF-044,V1-OF-052,Atlassify,Wiki Lite,Contributor,connor.tucker@company.com,EMP-00032,Customer Success,L4,27-07-2018,01-01-2021,,deprovisioned,inactive,match,,0,0,2844,2835,legacy,2018,2018-H2,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020177,V3-OF-086,V3-OF-093,Nexaflow,Mobile Access,Contributor,justin.porter@company.com,EMP-00033,Customer Success,L4,30-03-2018,01-04-2020,,deprovisioned,inactive,match,,0,0,2961,2954,legacy,2018,2018-H1,22.23,266.76,0,FALSE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020178,V1-OF-045,V1-OF-052,Atlassify,Wiki Lite,Contributor,justin.porter@company.com,EMP-00033,Customer Success,L4,30-03-2018,01-01-2022,,deprovisioned,inactive,match,,0,0,2961,2954,legacy,2018,2018-H1,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020181,V3-OF-012,V3-OF-020,Nexaflow,Flow Lite,Contributor,rowan.herrera@company.com,EMP-00034,Customer Success,L4,28-04-2018,01-07-2020,,deprovisioned,inactive,match,,0,0,2925,2925,legacy,2018,2018-H1,31.23,374.76,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020182,V3-OF-108,V3-OF-093,Nexaflow,Mobile Access,Contributor,rowan.herrera@company.com,EMP-00034,Customer Success,L4,28-04-2018,01-07-2020,,deprovisioned,inactive,match,,0,0,2925,2925,legacy,2018,2018-H1,22.23,266.76,0,FALSE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020183,V1-OF-043,V1-OF-052,Atlassify,Wiki Lite,Contributor,rowan.herrera@company.com,EMP-00034,Customer Success,L4,28-04-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2925,2925,legacy,2018,2018-H1,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020186,V3-OF-015,V3-OF-020,Nexaflow,Flow Lite,Contributor,blake.thomas@company.com,EMP-00035,Customer Success,L4,19-10-2018,01-10-2022,21-04-2026,active,power,match,10,0.83,30,2765,2751,legacy,2018,2018-H2,31.23,374.76,0,FALSE,0.1128,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020188,V1-OF-044,V1-OF-052,Atlassify,Wiki Lite,Contributor,blake.thomas@company.com,EMP-00035,Customer Success,L4,19-10-2018,01-01-2021,27-05-2024,ghost,inactive,match,704,0,0,2765,2751,legacy,2018,2018-H2,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020191,V3-OF-010,V3-OF-020,Nexaflow,Flow Lite,Contributor,cameron.reed@company.com,EMP-00037,Customer Success,L4,13-02-2018,01-01-2019,,deprovisioned,inactive,match,,0,0,3007,2999,legacy,2018,2018-H1,31.23,374.76,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020192,V3-OF-109,V3-OF-093,Nexaflow,Mobile Access,Contributor,cameron.reed@company.com,EMP-00037,Customer Success,L4,13-02-2018,01-01-2021,,deprovisioned,inactive,match,,0,0,3007,2999,legacy,2018,2018-H1,22.23,266.76,0,FALSE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020193,V1-OF-044,V1-OF-052,Atlassify,Wiki Lite,Contributor,cameron.reed@company.com,EMP-00037,Customer Success,L4,13-02-2018,01-01-2021,,deprovisioned,inactive,match,,0,0,3007,2999,legacy,2018,2018-H1,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020196,V3-OF-016,V3-OF-020,Nexaflow,Flow Lite,Contributor,cheryl.torres@company.com,EMP-00038,Customer Success,L4,02-11-2018,01-04-2023,24-04-2026,active,moderate,match,7,0.4,14,2748,2737,legacy,2018,2018-H2,31.23,374.76,0,FALSE,0.3194,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020197,V1-OF-045,V1-OF-052,Atlassify,Wiki Lite,Contributor,cheryl.torres@company.com,EMP-00038,Customer Success,L4,02-11-2018,01-01-2022,,deprovisioned,inactive,match,,0,0,2748,2737,legacy,2018,2018-H2,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020200,V3-OF-011,V3-OF-020,Nexaflow,Flow Lite,Contributor,peter.owens@company.com,EMP-00041,Customer Success,L4,03-10-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2777,2767,legacy,2018,2018-H2,31.23,374.76,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020201,V1-OF-043,V1-OF-052,Atlassify,Wiki Lite,Contributor,peter.owens@company.com,EMP-00041,Customer Success,L4,03-10-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2777,2767,legacy,2018,2018-H2,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020203,V3-OF-012,V3-OF-020,Nexaflow,Flow Lite,Contributor,miranda.gibson@company.com,EMP-00042,Customer Success,L4,05-04-2018,01-07-2020,,deprovisioned,inactive,match,,0,0,2952,2948,legacy,2018,2018-H1,31.23,374.76,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020204,V3-OF-087,V3-OF-093,Nexaflow,Mobile Access,Contributor,miranda.gibson@company.com,EMP-00042,Customer Success,L4,05-04-2018,01-04-2021,,deprovisioned,inactive,match,,0,0,2952,2948,legacy,2018,2018-H1,22.23,266.76,0,FALSE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020205,V1-OF-044,V1-OF-052,Atlassify,Wiki Lite,Contributor,miranda.gibson@company.com,EMP-00042,Customer Success,L4,05-04-2018,01-01-2021,,deprovisioned,inactive,match,,0,0,2952,2948,legacy,2018,2018-H1,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020207,V3-OF-017,V3-OF-020,Nexaflow,Flow Lite,Contributor,cameron.richardson@company.com,EMP-00045,Customer Success,L4,10-03-2018,01-04-2024,26-04-2026,active,power,match,5,0.78,25,2975,2974,legacy,2018,2018-H1,31.23,374.76,0,FALSE,0.1239,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020208,V1-OF-045,V1-OF-052,Atlassify,Wiki Lite,Contributor,cameron.richardson@company.com,EMP-00045,Customer Success,L4,10-03-2018,01-01-2022,,deprovisioned,inactive,match,,0,0,2975,2974,legacy,2018,2018-H1,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020211,V3-OF-018,V3-OF-020,Nexaflow,Flow Lite,Contributor,elijah.johansson@company.com,EMP-00046,Customer Success,L4,01-06-2018,01-10-2024,01-02-2026,active,power,match,89,0.681,17,2904,2891,legacy,2018,2018-H1,31.23,374.76,0,FALSE,0.1734,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020212,V1-OF-045,V1-OF-052,Atlassify,Wiki Lite,Contributor,elijah.johansson@company.com,EMP-00046,Customer Success,L4,01-06-2018,01-01-2022,10-05-2024,ghost,inactive,match,721,0,0,2904,2891,legacy,2018,2018-H1,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020215,V1-OF-043,V1-OF-052,Atlassify,Wiki Lite,Contributor,elizabeth.sanchez@company.com,EMP-00047,Customer Success,L4,12-06-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2881,2880,legacy,2018,2018-H1,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020218,V1-OF-046,V1-OF-052,Atlassify,Wiki Lite,Contributor,robert.young@company.com,EMP-00048,Customer Success,L4,27-08-2018,01-01-2023,13-12-2025,ghost,inactive,match,139,0,0,2804,2804,legacy,2018,2018-H2,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020220,V3-OF-109,V3-OF-093,Nexaflow,Mobile Access,Contributor,sawyer.king@company.com,EMP-00050,Customer Success,L4,18-12-2018,01-01-2021,20-12-2024,ghost,inactive,match,497,0,0,2695,2691,legacy,2018,2018-H2,22.23,266.76,266.76,TRUE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020221,V1-OF-047,V1-OF-052,Atlassify,Wiki Lite,Contributor,sawyer.king@company.com,EMP-00050,Customer Success,L4,18-12-2018,01-07-2023,27-01-2025,ghost,inactive,match,459,0,0,2695,2691,legacy,2018,2018-H2,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020224,V3-OF-019,V3-OF-020,Nexaflow,Flow Lite,Contributor,sydney.cox@company.com,EMP-00051,Customer Success,L3,17-11-2018,01-10-2025,23-01-2026,active,underutilized,match,98,0.289,15,2729,2722,legacy,2018,2018-H2,31.23,374.76,0,FALSE,0.3805,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020225,V3-OF-110,V3-OF-093,Nexaflow,Mobile Access,Contributor,sydney.cox@company.com,EMP-00051,Customer Success,L3,17-11-2018,01-07-2021,,deprovisioned,inactive,match,,0,0,2729,2722,legacy,2018,2018-H2,22.23,266.76,0,FALSE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020226,V1-OF-044,V1-OF-052,Atlassify,Wiki Lite,Contributor,sydney.cox@company.com,EMP-00051,Customer Success,L3,17-11-2018,01-01-2021,,deprovisioned,inactive,match,,0,0,2729,2722,legacy,2018,2018-H2,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020228,V1-OF-045,V1-OF-052,Atlassify,Wiki Lite,Contributor,lisa.perry@company.com,EMP-00052,Customer Success,L3,13-02-2018,01-01-2022,,deprovisioned,inactive,match,,0,0,3000,2999,legacy,2018,2018-H1,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020231,V3-OF-010,V3-OF-020,Nexaflow,Flow Lite,Contributor,susan.simmons@company.com,EMP-00053,Customer Success,L3,23-08-2018,01-01-2019,,deprovisioned,inactive,match,,0,0,2810,2808,legacy,2018,2018-H2,31.23,374.76,0,FALSE,,335,ok,31-01-2027,275,FALSE,FALSE,average
LIC-0020232,V1-OF-043,V1-OF-052,Atlassify,Wiki Lite,Contributor,susan.simmons@company.com,EMP-00053,Customer Success,L3,23-08-2018,01-01-2020,,deprovisioned,inactive,match,,0,0,2810,2808,legacy,2018,2018-H2,19.98,239.76,0,FALSE,,426,ok,02-05-2027,366,FALSE,TRUE,average
LIC-0020235,V3-OF-084,V3-OF-093,Nexaflow,Mobile Access,Contributor,caleb.medina@company.com,EMP-00056,Customer Success,L3,23-01-2018,01-01-2019,,deprovisioned,inactive,match,,0,0,3024,3020,legacy,2018,2018-H1,22.23,266.76,0,FALSE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020237,V3-OF-087,V3-OF-093,Nexaflow,Mobile Access,Contributor,debra.sharma@company.com,EMP-00057,Customer Success,L3,06-06-2018,01-04-2021,12-04-2022,ghost,inactive,match,1480,0,0,2891,2886,legacy,2018,2018-H1,22.23,266.76,266.76,TRUE,,518,ok,03-07-2027,428,FALSE,FALSE,snapshot
LIC-0020238,V1-OF-048,V1-OF-052,Atlassify,Wiki Lite,Contributor,debra.sharma@company.com,EMP-00057,Customer Success,L3,06-06-2018,01-07-2024,12-08-2021,ghost,inactive,match,1723,0,0,2891,2886,legacy,2018,2018-H1,19.98,239.76,239.76,TRUE,,426,ok,02-05-2027,366,FALSE,TRUE,average
